,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Breed,Main Color,Days of stay
88149,7,13,2,1,1393,56,1827
88150,9,13,1,2,1036,55,125
88151,0,13,2,2,770,13,736
88152,7,13,2,1,1780,2,744
88153,9,16,1,2,1036,38,200
88154,0,13,1,3,1036,18,79
88155,0,7,1,2,1036,18,81
88156,7,13,2,3,1681,41,1826
88157,7,13,1,3,2096,36,3657
88158,0,13,1,2,1036,38,90
88159,0,13,2,3,353,50,941
88160,7,13,2,3,728,41,1462
88161,0,13,1,3,1036,21,60
88162,7,13,2,2,1801,55,974
88163,4,0,2,2,2100,41,837
88164,7,13,2,0,728,50,2192
88165,0,13,2,3,728,7,80
88166,0,7,1,2,1036,38,75
88167,0,13,1,1,1036,18,65
88168,7,13,2,3,1780,17,1077
88169,9,13,2,0,495,55,3656
88170,0,7,1,3,1036,52,109
88171,9,13,2,0,1142,2,58
88172,9,16,1,0,1036,18,367
88173,9,13,1,0,1031,18,50
88174,0,13,1,3,1036,7,1133
88175,0,13,1,2,1036,18,806
88176,0,13,2,3,1669,54,66
88177,0,13,2,3,1523,55,736
88178,0,13,1,3,1036,2,79
88179,7,13,2,3,1780,16,1127
88180,7,13,2,2,923,41,4749
88181,0,13,2,2,495,16,739
88182,0,13,2,2,1142,2,189
88183,9,13,1,2,1036,38,73
88184,9,13,2,2,1736,55,3737
88185,7,13,2,2,122,55,549
88186,0,13,2,2,1393,23,300
88187,8,13,2,2,1780,7,991
88188,9,13,1,0,1036,2,88
88189,0,13,2,1,495,16,1121
88190,9,13,2,0,1780,15,742
88191,9,13,1,4,1036,30,9
88192,4,15,4,4,275,15,731
88193,9,13,1,4,1036,18,15
88194,0,13,2,3,728,55,735
88195,0,13,2,3,923,2,735
88196,0,13,2,3,647,17,127
88197,4,15,4,4,276,15,730
88198,9,13,1,1,1036,18,42
88199,0,7,1,3,1036,51,80
88200,0,13,4,1,1305,2,120
88201,4,15,4,4,275,2,365
88202,9,13,1,2,1036,38,150
88203,0,13,2,2,1780,14,1108
88204,9,13,1,0,1036,18,61
88205,0,13,1,2,1031,2,73
88206,4,0,2,2,1393,2,1836
88207,0,13,2,3,1779,55,571
88208,0,13,2,3,728,55,372
88209,0,7,2,2,1780,7,424
88210,7,13,2,3,13,55,5113
88211,0,13,1,2,1036,46,62
88212,0,13,1,2,1036,2,63
88213,4,11,4,4,1944,2,1096
88214,0,7,1,2,1036,18,83
88215,7,13,2,3,352,50,366
88216,7,13,1,0,1025,51,735
88217,0,13,1,3,1036,2,418
88218,9,13,2,3,2074,2,1830
88219,0,13,2,2,1523,55,1465
88220,9,17,1,0,1036,55,155
88221,0,13,2,3,1780,16,1940
88222,0,13,2,2,1298,45,371
88223,0,13,2,2,728,50,369
88224,0,13,2,3,174,55,749
88225,9,13,1,3,1036,7,406
88226,7,13,2,2,728,15,2557
88227,7,13,2,2,1393,2,2923
88228,0,13,2,2,1780,16,900
88229,9,13,2,0,1832,16,127
88230,4,13,4,4,1700,15,22
88231,0,13,2,2,2322,50,380
88232,0,13,1,3,1036,51,76
88233,9,13,1,2,1036,38,104
88234,9,13,1,0,1036,18,15
88235,0,13,2,3,1624,2,340
88236,9,13,1,0,1035,12,15
88237,0,13,1,2,1031,2,69
88238,0,13,1,3,1031,2,87
88239,9,13,2,1,414,2,62
88240,0,13,1,3,1036,2,119
88241,9,13,2,2,2009,2,1145
88242,9,13,2,3,1142,15,738
88243,9,13,1,1,1036,2,3
88244,4,18,4,1,1701,55,753
88245,9,13,2,2,1780,15,779
88246,9,16,1,0,1036,2,97
88247,9,13,2,1,2319,15,87
88248,9,13,2,1,198,55,61
88249,9,13,1,3,1036,51,187
88250,0,7,1,2,1036,26,68
88251,0,13,2,2,1393,2,1702
88252,7,13,2,3,728,55,1826
88253,0,13,1,2,1036,7,79
88254,7,13,1,3,1036,5,192
88255,9,16,1,4,1036,12,1099
88256,0,13,1,3,1036,2,85
88257,7,13,2,3,1592,20,410
88258,0,13,1,2,1036,18,372
88259,9,13,2,0,2322,2,50
88260,7,13,2,0,1780,7,273
88261,9,13,1,0,1036,21,22
88262,9,13,4,4,1293,23,31
88263,0,13,2,2,53,15,339
88264,9,13,1,0,1036,18,12
88265,0,7,1,2,1036,18,92
88266,9,13,1,4,1036,18,7
88267,0,13,2,2,700,50,141
88268,0,13,1,2,1036,2,1108
88269,7,13,1,3,1025,38,1637
88270,7,13,2,0,1393,23,164
88271,0,13,1,2,1036,18,370
88272,7,13,2,1,594,50,2931
88273,0,7,2,3,728,50,76
88274,9,16,1,0,2096,36,366
88275,7,13,1,4,1036,38,0
88276,0,13,1,3,1036,26,162
88277,7,13,2,3,84,55,367
88278,9,17,1,0,1036,51,369
88279,4,0,2,3,826,15,1112
88280,0,13,2,2,1780,7,371
88281,9,13,2,2,1780,50,1479
88282,9,13,2,2,728,54,764
88283,7,13,2,2,278,54,2191
88284,9,13,4,4,1138,30,368
88285,0,13,1,2,1036,12,94
88286,0,13,2,3,2037,2,335
88287,0,12,2,2,1780,2,293
88288,9,13,2,1,1832,16,96
88289,9,13,2,1,1779,55,185
88290,7,13,2,2,728,55,371
88291,4,18,2,1,1780,41,1095
88292,0,13,1,3,2141,36,5500
88293,0,13,2,2,1224,20,2226
88294,0,7,1,2,1036,18,65
88295,7,13,2,0,1248,55,927
88296,7,13,2,3,1393,2,732
88297,0,13,2,2,176,57,212
88298,9,13,1,1,1036,18,47
88299,0,7,1,2,1025,18,73
88300,0,13,1,2,1036,55,137
88301,0,13,2,3,1447,2,785
88302,7,13,2,3,1392,2,1465
88303,7,13,2,3,1393,2,444
88304,9,13,1,0,1031,51,365
88305,0,13,1,2,1036,55,317
88306,0,13,1,2,1036,2,86
88307,9,13,1,4,1036,55,11
88308,0,13,2,2,278,55,65
88309,9,13,1,1,1036,38,15
88310,9,13,2,3,728,41,2942
88311,7,13,2,3,1142,2,1943
88312,9,13,1,2,1036,18,927
88313,0,13,2,3,1393,15,951
88314,9,13,1,1,1036,18,15
88315,0,13,2,2,1820,2,133
88316,7,13,2,0,1780,16,732
88317,9,13,2,1,1208,41,185
88318,9,13,1,4,1036,2,22
88319,0,13,1,3,1036,2,101
88320,4,18,1,0,1036,55,92
88321,9,13,1,4,1036,18,11
88322,0,13,2,3,1780,55,571
88323,0,13,2,2,728,50,94
88324,0,13,2,2,1457,16,657
88325,0,13,1,2,1036,18,91
88326,0,13,1,2,1036,18,78
88327,9,13,1,3,1036,52,156
88328,4,19,4,4,1700,30,16
88329,9,13,1,1,1036,18,40
88330,9,13,1,2,82,24,3669
88331,9,17,1,0,1036,51,734
88332,7,13,2,2,728,50,2194
88333,9,13,1,3,1036,38,222
88334,7,13,2,2,2101,2,731
88335,9,13,2,2,1780,55,758
88336,9,13,2,0,1780,7,1098
88337,9,13,1,3,1036,52,749
88338,9,13,2,3,1780,7,2624
88339,0,13,2,3,1965,2,554
88340,7,13,2,0,1780,23,123
88341,9,13,1,1,1036,18,36
88342,0,13,2,2,1393,2,153
88343,9,13,1,0,1036,55,15
88344,4,18,1,4,1036,4,31
88345,4,18,1,0,1036,18,730
88346,0,13,2,2,1393,50,369
88347,9,13,2,2,2054,55,4134
88348,7,13,2,2,1779,16,742
88349,0,13,4,4,861,30,369
88350,0,13,2,3,122,15,1304
88351,7,13,2,2,1780,55,437
88352,9,13,2,2,1854,55,206
88353,7,13,2,2,1780,50,1071
88354,7,13,1,2,1036,38,1830
88355,9,13,1,1,1036,2,32
88356,0,13,2,2,2279,2,1099
88357,0,13,2,2,1393,41,154
88358,0,7,2,2,728,50,954
88359,9,13,1,0,1036,2,55
88360,9,13,1,0,1036,2,5
88361,0,13,2,2,1178,45,54
88362,7,13,2,1,728,50,1462
88363,0,13,2,2,1780,7,939
88364,0,13,2,2,1581,55,139
88365,4,18,4,4,1700,30,730
88366,0,13,2,2,2338,47,370
88367,4,15,4,4,1943,15,367
88368,7,13,2,2,1780,55,5259
88369,0,13,2,3,353,15,443
88370,0,13,2,3,109,50,80
88371,9,17,1,1,1036,2,369
88372,0,13,2,3,1393,55,328
88373,0,13,2,1,495,2,63
88374,0,13,1,3,1036,52,3170
88375,9,13,1,4,1036,51,15
88376,4,3,2,2,43,2,546
88377,0,13,1,3,1036,31,65
88378,0,7,1,3,1036,26,75
88379,0,13,1,3,1031,18,72
88380,0,7,2,3,728,50,81
88381,0,13,1,2,1036,12,177
88382,2,9,1,1,1036,38,366
88383,0,7,2,3,1142,2,3674
88384,0,13,2,3,615,54,154
88385,0,13,2,2,728,50,735
88386,9,13,2,2,923,2,1122
88387,0,7,1,2,1036,18,94
88388,9,16,1,0,1036,7,367
88389,0,13,2,3,495,41,376
88390,7,13,2,1,2074,30,366
88391,9,13,1,0,1036,18,41
88392,0,13,2,2,495,15,2201
88393,9,16,1,0,1031,12,731
88394,0,13,2,2,1780,55,599
88395,0,13,1,3,1036,12,389
88396,0,13,2,3,122,2,368
88397,0,13,1,3,2095,28,130
88398,7,13,2,2,1780,23,1518
88399,0,13,2,3,1780,16,266
88400,9,13,2,1,728,55,18
88401,0,13,1,3,1036,12,410
88402,0,13,2,2,728,2,777
88403,9,13,1,1,1036,18,48
88404,0,13,2,3,1393,15,368
88405,0,13,1,3,2096,10,1831
88406,0,7,1,3,1036,18,114
88407,0,13,2,2,1142,50,443
88408,0,13,2,3,2009,2,738
88409,4,0,2,2,2148,27,903
88410,9,16,1,2,1036,38,2021
88411,9,13,2,3,1780,7,560
88412,0,13,2,3,2220,55,3677
88413,0,13,2,2,728,55,781
88414,0,13,2,3,987,2,77
88415,4,18,2,0,1573,41,2926
88416,9,13,2,4,1592,55,22
88417,7,13,2,2,1393,2,1865
88418,7,13,2,1,14,37,732
88419,9,13,1,1,1036,18,370
88420,0,13,2,3,2175,55,1337
88421,0,13,2,3,43,55,314
88422,0,13,1,2,1036,2,71
88423,9,13,1,3,1036,55,744
88424,4,18,4,0,2161,15,58
88425,0,13,2,3,1780,14,883
88426,0,13,2,2,1832,23,187
88427,0,13,2,3,728,2,1102
88428,0,13,1,2,1036,12,1465
88429,9,13,1,1,1036,38,79
88430,7,13,2,3,1227,56,1579
88431,9,13,1,1,1036,18,48
88432,7,13,2,3,1393,50,538
88433,9,13,2,1,728,15,376
88434,0,7,2,3,728,50,1151
88435,7,13,1,2,1036,55,45
88436,0,13,1,3,1036,18,572
88437,0,13,2,2,647,55,371
88438,7,13,2,2,1580,2,3754
88439,0,13,1,2,1036,38,751
88440,9,13,1,1,1036,18,15
88441,7,13,2,2,728,20,4384
88442,0,13,2,3,198,55,72
88443,4,15,4,4,275,15,30
88444,0,13,1,3,1035,18,92
88445,9,13,2,0,198,54,44
88446,7,13,2,3,1392,56,365
88447,0,7,1,2,1031,11,130
88448,9,13,2,3,728,15,1506
88449,7,13,2,3,198,56,1837
88450,0,13,1,3,1036,56,118
88451,7,13,2,1,728,50,367
88452,0,13,2,2,587,50,1101
88453,0,13,2,2,728,15,2194
88454,9,13,1,4,1036,2,0
88455,0,13,2,3,1142,41,199
88456,9,13,2,2,70,55,795
88457,9,13,1,0,1036,7,2
88458,9,13,1,4,1036,15,21
88459,7,13,2,3,1142,2,732
88460,9,16,1,0,1036,51,366
88461,7,13,1,4,1036,18,123
88462,0,13,2,3,700,2,1100
88463,0,13,1,3,1036,21,82
88464,9,13,1,1,1036,18,30
88465,0,13,1,2,2030,7,841
88466,7,13,2,0,1617,2,735
88467,0,13,2,2,1780,7,382
88468,0,13,2,3,728,25,780
88469,7,13,2,2,2196,30,4384
88470,9,13,1,1,1036,7,17
88471,9,13,1,4,1036,18,3
88472,0,7,1,3,1025,38,74
88473,7,13,2,3,495,41,730
88474,9,13,2,3,353,15,294
88475,9,17,1,2,1024,7,735
88476,9,13,2,2,413,2,1840
88477,0,13,1,2,1036,2,129
88478,0,13,2,2,728,2,66
88479,9,13,1,2,1036,26,450
88480,0,13,1,3,1036,26,67
88481,9,13,2,2,769,55,370
88482,4,18,1,4,1036,18,30
88483,9,13,1,1,1036,55,23
88484,0,13,2,3,1950,55,891
88485,0,13,2,2,728,55,96
88486,0,13,2,3,1393,2,169
88487,0,13,2,2,1541,15,380
88488,0,7,1,1,1036,26,73
88489,0,13,2,3,1393,50,376
88490,7,13,2,2,2100,2,736
88491,7,13,2,1,1951,55,4749
88492,0,13,2,2,1393,23,315
88493,7,13,2,2,1467,2,4155
88494,4,15,4,4,1943,15,366
88495,9,13,2,0,1780,55,1102
88496,7,13,2,2,2253,41,94
88497,9,13,4,4,1941,55,366
88498,0,7,1,2,1036,38,98
88499,7,13,2,1,1780,41,2819
88500,7,13,2,1,1142,15,365
88501,0,13,1,2,1036,2,83
88502,4,18,2,2,2023,2,3657
88503,0,13,2,3,728,23,369
88504,9,13,2,2,1780,16,2027
88505,0,13,1,3,82,51,78
88506,0,13,2,3,1393,2,1164
88507,7,13,2,1,2175,55,3666
88508,0,7,1,3,1025,18,84
88509,0,13,2,3,2101,41,737
88510,7,13,2,3,1142,2,155
88511,0,7,1,2,1036,18,1691
88512,0,13,1,3,1036,2,126
88513,0,13,1,2,1031,2,83
88514,0,13,2,2,652,55,254
88515,9,13,2,0,728,54,2926
88516,0,13,2,2,694,15,832
88517,7,13,2,2,1340,55,731
88518,7,13,2,0,278,54,735
88519,0,13,1,3,1036,7,308
88520,7,13,2,2,277,54,2591
88521,7,13,2,2,728,27,2195
88522,9,13,1,4,1036,2,22
88523,9,13,2,1,278,55,731
88524,7,13,2,3,1208,29,5494
88525,0,13,2,2,42,55,1166
88526,0,13,1,2,1036,12,1062
88527,0,13,1,2,1036,26,71
88528,7,13,2,3,1142,15,2557
88529,0,13,2,2,2115,55,639
88530,7,13,2,2,1340,55,739
88531,7,13,4,0,2219,50,2922
88532,7,13,2,1,84,55,5097
88533,9,17,1,0,1036,18,368
88534,9,17,1,0,1036,52,1831
88535,7,13,2,2,1393,15,3654
88536,9,13,1,3,1036,7,387
88537,0,13,2,3,728,2,378
88538,9,13,1,0,1036,21,45
88539,0,13,1,3,1036,18,75
88540,4,15,4,4,275,15,182
88541,0,13,1,2,1025,18,65
88542,0,13,1,2,1520,15,1828
88543,0,13,2,2,1780,55,82
88544,7,13,2,2,728,15,1471
88545,9,13,1,1,1036,38,1100
88546,7,13,2,2,1780,16,1222
88547,9,13,2,1,495,15,445
88548,7,13,2,3,1393,2,2599
88549,4,18,1,0,1036,55,2926
88550,9,13,1,4,1036,18,22
88551,2,9,1,2,1036,2,4400
88552,9,13,2,2,2008,2,735
88553,2,8,1,2,1031,17,1651
88554,0,13,2,3,527,55,1310
88555,0,7,2,2,728,50,58
88556,0,13,1,2,1036,7,71
88557,7,13,2,1,70,50,365
88558,9,13,2,3,1780,55,738
88559,9,13,2,1,1278,27,65
88560,9,13,1,0,1036,26,39
88561,0,13,2,2,1393,23,54
88562,0,13,2,2,70,7,373
88563,0,13,1,3,1036,52,72
88564,7,13,2,3,1393,23,1822
88565,0,13,1,2,1036,18,144
88566,9,13,2,1,1780,2,61
88567,0,13,2,2,1340,55,560
88568,0,13,2,2,1393,50,855
88569,7,13,2,1,1780,16,317
88570,7,13,2,1,2175,7,594
88571,9,13,2,3,1780,15,653
88572,9,13,1,4,1036,18,6
88573,9,13,1,2,1036,2,2923
88574,9,13,2,2,374,2,768
88575,9,13,1,4,1036,18,22
88576,0,13,2,2,43,55,756
88577,0,13,2,3,1393,2,82
88578,9,13,1,2,1025,38,747
88579,7,13,2,2,2225,47,1098
88580,9,13,1,1,1036,2,22
88581,4,18,0,1,697,41,731
88582,4,15,4,4,275,2,1096
88583,7,13,2,3,1402,50,1265
88584,0,13,2,2,1413,2,1223
88585,0,13,2,2,249,41,157
88586,7,13,2,2,43,55,736
88587,9,13,2,2,1393,15,1541
88588,9,13,2,0,2101,30,2926
88589,0,13,2,3,1393,2,1110
88590,0,13,2,2,353,15,305
88591,0,13,2,3,159,50,78
88592,9,13,2,2,1879,55,167
88593,9,13,2,0,1142,16,736
88594,4,15,4,4,276,30,183
88595,4,18,2,1,1780,3,38
88596,4,15,4,4,2125,2,368
88597,9,13,1,3,1036,55,2233
88598,4,0,2,2,1393,2,2192
88599,0,13,2,3,2253,50,76
88600,7,13,1,2,1031,2,3655
88601,7,13,2,2,1409,50,367
88602,7,13,2,3,1340,55,731
88603,7,13,2,1,2008,2,741
88604,7,13,2,3,1780,41,4003
88605,7,13,2,2,1592,55,734
88606,7,13,2,3,1393,25,2240
88607,0,7,1,3,1036,2,787
88608,7,13,2,1,1533,55,732
88609,7,13,2,2,1339,55,3655
88610,2,9,2,0,1780,50,1
88611,9,13,2,1,734,54,750
88612,0,13,2,2,1951,55,734
88613,0,13,2,2,923,50,247
88614,0,13,1,3,1031,51,370
88615,0,13,2,2,287,54,372
88616,0,13,2,2,657,15,207
88617,0,13,2,3,1780,7,751
88618,7,13,2,3,728,15,556
88619,9,13,1,0,1036,38,22
88620,4,15,4,4,275,2,31
88621,0,13,2,2,1340,55,96
88622,4,18,4,1,1701,30,1096
88623,0,13,2,3,832,50,73
88624,0,13,2,3,2100,2,737
88625,9,13,1,3,1036,2,376
88626,0,13,2,2,1440,25,88
88627,0,13,1,2,1036,55,199
88628,0,13,2,2,957,55,127
88629,9,13,1,0,1036,18,2
88630,7,13,2,3,65,54,1255
88631,0,13,2,3,1393,2,473
88632,0,13,1,0,1036,7,371
88633,9,13,1,2,1025,30,4758
88634,0,13,1,2,2096,36,68
88635,7,13,2,2,16,2,368
88636,9,13,2,1,1404,2,96
88637,7,13,2,2,495,15,1098
88638,9,16,1,3,1036,21,653
88639,9,13,1,0,1036,52,129
88640,0,13,2,2,587,50,1105
88641,0,7,2,3,1393,2,3860
88642,4,15,4,4,275,15,732
88643,9,13,1,1,1036,2,43
88644,0,13,2,2,1142,2,494
88645,9,13,2,2,481,55,3657
88646,9,13,1,0,1036,2,21
88647,0,7,2,2,1393,2,2968
88648,9,13,2,2,728,50,370
88649,7,13,2,2,579,15,2197
88650,9,13,4,1,1941,2,445
88651,7,13,2,3,1393,2,3433
88652,7,13,2,0,1780,2,1466
88653,9,13,1,1,1036,2,21
88654,9,13,1,0,1036,38,14
88655,7,13,2,0,1780,15,1098
88656,9,13,2,3,1832,45,181
88657,9,13,2,2,443,55,93
88658,7,13,2,3,753,55,2606
88659,0,13,2,3,1393,2,248
88660,9,13,2,3,1923,13,1103
88661,9,13,2,0,728,15,2561
88662,0,13,1,3,1036,2,309
88663,9,13,2,2,1142,2,314
88664,0,13,2,3,1393,55,736
88665,0,13,2,2,1951,15,1888
88666,9,13,2,0,1393,2,158
88667,9,17,1,2,1036,2,369
88668,9,13,2,2,1393,50,345
88669,9,17,1,4,1036,18,279
88670,7,13,2,2,481,3,2922
88671,9,17,1,2,1036,7,734
88672,0,7,2,3,198,54,63
88673,9,13,2,1,747,2,141
88674,9,13,2,2,1340,55,4396
88675,7,13,2,2,1616,55,3358
88676,0,13,2,2,594,15,370
88677,7,13,2,2,1532,2,1462
88678,9,13,2,1,1393,50,810
88679,4,18,1,1,1036,18,52
88680,9,13,1,1,1036,4,22
88681,0,13,2,3,700,50,305
88682,7,13,2,3,1780,15,2652
88683,9,16,1,0,1036,18,96
88684,0,7,1,3,1036,2,88
88685,9,13,1,3,1031,18,374
88686,0,13,1,2,1036,2,103
88687,0,13,2,3,122,2,748
88688,0,13,1,0,1036,7,125
88689,0,13,2,2,1780,50,378
88690,0,13,1,3,1036,21,127
88691,9,13,2,3,728,55,1870
88692,0,13,2,2,97,55,371
88693,9,13,1,0,1036,7,34
88694,7,13,2,2,647,55,75
88695,4,15,4,4,276,15,365
88696,0,13,2,2,728,50,369
88697,0,13,1,3,1031,46,63
88698,7,13,2,2,2101,2,121
88699,9,13,2,2,1249,55,753
88700,9,13,2,2,322,2,367
88701,0,13,2,2,414,2,4408
88702,9,13,2,0,1591,55,366
88703,0,13,2,3,1779,55,72
88704,0,13,2,2,728,50,383
88705,0,7,1,3,1036,26,175
88706,9,13,1,1,1036,37,15
88707,0,13,2,2,1424,2,734
88708,0,13,1,2,1036,12,237
88709,0,7,2,2,2146,50,120
88710,9,13,2,3,1393,2,1847
88711,0,13,1,1,1031,2,73
88712,7,13,2,2,1779,55,2403
88713,0,13,1,2,1036,7,101
88714,7,13,2,0,2100,2,790
88715,0,13,1,3,1036,18,128
88716,7,13,2,3,1178,50,749
88717,9,13,2,2,2190,55,736
88718,9,13,1,1,1036,2,12
88719,4,18,2,0,1780,7,1097
88720,7,13,2,3,728,2,275
88721,9,13,1,4,1036,18,15
88722,7,13,2,3,1592,55,1434
88723,0,13,2,2,923,54,307
88724,0,7,4,2,1106,2,735
88725,9,13,1,4,1036,21,10
88726,9,13,2,3,587,15,732
88727,9,16,1,4,1036,2,366
88728,0,13,1,2,1036,2,641
88729,4,18,4,1,1701,55,730
88730,0,7,1,3,1036,18,121
88731,7,13,2,1,1780,15,367
88732,0,13,1,2,1036,55,56
88733,0,13,1,3,1036,2,60
88734,0,13,2,3,1142,15,156
88735,7,13,2,1,1436,41,247
88736,0,7,1,2,1031,2,2771
88737,0,7,2,3,1188,2,67
88738,9,13,1,3,1036,55,389
88739,0,13,2,3,1142,2,369
88740,9,13,2,1,1780,55,3
88741,0,13,2,3,647,55,95
88742,9,13,1,4,1036,12,22
88743,0,13,1,2,1036,18,61
88744,9,13,1,4,1036,25,15
88745,0,13,1,2,1036,38,73
88746,9,13,2,3,381,41,737
88747,7,13,2,2,923,54,1469
88748,0,13,1,2,1036,31,80
88749,0,13,2,2,1208,41,1848
88750,9,16,1,0,1025,18,367
88751,4,0,2,3,988,55,1206
88752,0,13,1,3,1025,18,1103
88753,0,13,1,3,1036,38,552
88754,0,13,2,2,84,41,454
88755,0,7,2,3,1251,55,61
88756,9,13,1,3,1036,12,310
88757,0,13,2,3,1249,50,374
88758,0,7,1,2,1036,2,84
88759,9,13,1,0,1036,2,7
88760,0,13,1,3,1036,38,3985
88761,0,7,2,3,2175,2,3012
88762,9,13,1,1,1036,2,21
88763,7,13,2,3,1780,55,1485
88764,4,18,4,4,1944,2,731
88765,0,13,2,3,1522,55,1851
88766,0,13,2,3,1780,2,445
88767,9,16,1,3,1031,51,734
88768,0,12,2,3,1892,50,1099
88769,7,13,2,3,728,50,368
88770,9,16,1,1,1031,18,369
88771,0,13,1,3,1031,18,67
88772,4,18,2,0,700,20,3658
88773,0,13,2,2,1608,55,550
88774,7,13,2,0,1780,55,2233
88775,0,13,2,3,2175,27,740
88776,7,13,2,2,1780,23,741
88777,2,8,1,1,1036,2,37
88778,0,13,1,2,1031,55,371
88779,3,13,4,4,275,15,31
88780,0,13,1,2,1036,2,66
88781,9,13,1,0,1036,52,81
88782,0,13,2,3,587,50,69
88783,0,13,2,2,1003,7,219
88784,0,13,2,3,1393,15,269
88785,0,13,2,2,1393,2,79
88786,0,13,2,3,1393,2,244
88787,9,13,2,0,1142,45,60
88788,7,13,2,2,1393,2,1105
88789,0,13,2,3,2129,54,2673
88790,9,13,2,1,1236,2,3303
88791,9,13,2,2,1780,55,133
88792,0,13,2,2,1393,23,736
88793,0,13,2,2,1951,54,2905
88794,4,15,4,4,275,15,182
88795,0,13,2,0,387,7,80
88796,9,13,2,0,728,50,2197
88797,0,7,1,2,1036,2,96
88798,0,13,2,3,1780,55,391
88799,0,13,2,3,880,41,371
88800,0,13,2,2,1052,16,1834
88801,0,13,2,2,1592,55,371
88802,7,13,2,3,33,30,730
88803,9,13,2,2,728,54,743
88804,0,13,2,3,1413,2,755
88805,8,13,1,2,1036,38,166
88806,4,15,4,4,276,15,181
88807,7,13,2,3,1393,2,1645
88808,9,13,1,0,1036,55,1826
88809,0,13,2,2,1393,2,75
88810,9,16,1,0,1036,18,366
88811,7,13,2,3,1142,2,730
88812,0,13,2,2,1780,7,771
88813,0,12,2,3,728,50,1099
88814,4,18,4,0,1700,30,730
88815,0,13,2,2,1393,7,315
88816,7,13,2,0,380,2,1096
88817,9,13,2,3,727,15,3734
88818,0,7,1,3,1031,21,165
88819,7,13,2,2,1681,55,1413
88820,7,13,2,2,923,9,683
88821,9,16,1,1,1036,2,366
88822,0,12,2,3,728,55,65
88823,0,13,2,2,1275,55,1100
88824,0,13,2,2,1815,16,413
88825,9,13,1,3,1036,21,1109
88826,9,13,1,1,1036,2,15
88827,0,7,1,2,1036,2,2852
88828,0,13,1,3,1036,2,433
88829,7,13,2,3,2271,50,2932
88830,7,13,2,2,1794,2,371
88831,7,13,2,1,353,15,183
88832,0,13,2,3,1152,2,247
88833,7,13,2,1,2074,2,375
88834,7,13,2,2,198,23,2118
88835,0,13,1,3,1036,18,66
88836,7,13,2,3,587,15,1125
88837,0,13,1,2,1036,18,694
88838,9,13,2,2,614,54,2924
88839,7,13,2,3,2172,55,471
88840,0,13,1,3,1036,21,370
88841,0,13,2,3,1780,7,575
88842,0,13,1,3,241,24,800
88843,0,13,2,3,254,54,1463
88844,9,13,2,0,1393,2,189
88845,4,18,0,4,1046,50,365
88846,0,13,1,3,1036,21,740
88847,9,13,1,4,1036,2,21
88848,7,13,2,0,728,20,822
88849,9,13,1,4,1036,2,15
88850,9,13,2,3,495,55,1830
88851,4,15,4,4,276,15,730
88852,9,13,2,3,728,55,734
88853,9,13,1,1,1036,2,23
88854,0,13,2,2,700,2,1830
88855,0,13,2,3,647,17,1937
88856,0,13,2,2,1393,2,111
88857,9,13,2,3,1393,15,3675
88858,0,13,4,3,1941,15,737
88859,9,13,2,3,1795,55,1518
88860,0,13,2,3,1632,55,365
88861,9,17,1,0,1036,21,369
88862,9,13,2,2,1601,55,4025
88863,9,16,1,0,1036,18,372
88864,0,13,2,3,632,55,74
88865,7,13,2,1,1617,15,1461
88866,4,18,1,3,1036,18,3921
88867,0,13,2,2,728,2,736
88868,9,13,1,1,1036,2,84
88869,0,13,1,2,1035,18,56
88870,9,13,1,2,1036,30,82
88871,7,13,2,2,907,15,737
88872,0,13,2,3,353,50,754
88873,9,13,1,1,1036,18,15
88874,0,13,2,2,43,50,1147
88875,7,13,2,3,1393,56,1096
88876,9,13,1,4,1036,18,7
88877,9,13,2,3,1780,15,188
88878,0,13,2,2,43,55,382
88879,0,13,2,2,1780,55,1104
88880,4,15,4,4,2160,15,366
88881,9,13,1,1,1031,38,62
88882,9,13,1,2,1036,2,1154
88883,2,1,1,1,1036,2,31
88884,0,13,2,3,728,45,2200
88885,4,15,1,0,1036,52,45
88886,0,13,2,2,2122,15,2013
88887,9,13,4,1,1293,54,547
88888,0,13,1,3,1025,52,3710
88889,9,13,2,0,1780,23,47
88890,7,13,2,0,1052,16,274
88891,7,13,2,2,1951,54,1070
88892,9,13,1,1,1036,2,22
88893,9,17,1,2,1036,38,369
88894,7,13,2,0,481,3,1474
88895,0,13,2,3,1780,2,759
88896,0,13,2,2,1633,2,2926
88897,7,13,2,1,70,50,735
88898,9,13,1,4,1031,2,7
88899,0,13,2,3,1780,15,3064
88900,9,16,1,0,1031,2,370
88901,9,13,1,4,2096,10,15
88902,9,13,2,0,176,2,27
88903,4,18,2,3,1142,15,2973
88904,0,13,1,3,1036,52,119
88905,9,13,1,4,1036,18,3
88906,0,13,2,2,1393,50,2216
88907,9,13,1,0,1036,18,22
88908,0,13,1,2,1025,7,76
88909,9,13,1,4,1036,2,13
88910,9,13,1,1,1036,18,52
88911,7,13,1,1,1036,31,186
88912,9,13,2,2,1849,16,737
88913,9,17,1,0,1036,2,369
88914,0,13,2,2,1951,54,2928
88915,9,13,1,2,1036,2,140
88916,9,13,1,4,1035,18,15
88917,7,13,2,2,1424,41,2818
88918,0,7,1,3,1036,51,68
88919,9,13,1,1,1036,18,751
88920,0,13,1,2,1036,2,64
88921,0,13,2,3,386,7,340
88922,4,3,2,1,1393,2,371
